"Project","GGW Feature ID","Feature type","Feature name","NZGD1949 Longitude","NZGD1949 Latitude","Feature length","Feature length unit","Event ID","Event start date (NZST)","Sample ID","Sample date (NZST)","Sample Type","Pumping duration","Pumping rate","Sample Comments","Sample analysis received date (NZST)","Sample analysis completed date (NZST)","Parameter","Analysis ID","Analysis by","Analysis lab","Analysis Lab ID","Result ID","Field ID","Is field analysis?","Analysis comments","Parameter type","Result","Parameter units","Result type","Result comments","Analysis parameter","Equipment","Method","Parameter reference","Parameter error (absolute)","Parameter error (%)","Parameter minimum detection","Parameter maximum detection","Parameter correction","Metadata","Collection method","Clarity","Colour","Odour","Sampling protocol"
"National Groundwater Monitoring Programme",10,"Unspecified Bore","WWD32",173.164340518979,-41.32323900314092,38.1,"Metres",11916,2003-03-26 09:35:00.0,18486,2003-03-26 09:35:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"94. Magnesium mg/L - All Forms as Mg - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29246,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300542",5186,"TDC BORE",false,,"Magnesium mg/L - All Forms as Mg - filterable","29","mg/L","Instant",,"Magnesium mg/L - All Forms as Mg - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",10,"Unspecified Bore","WWD32",173.164340518979,-41.32323900314092,38.1,"Metres",11916,2003-03-26 09:35:00.0,18486,2003-03-26 09:35:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"202. Total solids (electrical conductivity) uS/cm at 25 degrees, Generic Conductivity Meter, Conductivity in water, Measured",29246,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300542",4902,"TDC BORE",false,,"Total solids (electrical conductivity) uS/cm at 25 degrees","390","uS/cm","Instant",,"Total solids (electrical conductivity) uS/cm at 25 degrees","Generic Conductivity Meter","Conductivity in water","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",10,"Unspecified Bore","WWD32",173.164340518979,-41.32323900314092,38.1,"Metres",11916,2003-03-26 09:35:00.0,18486,2003-03-26 09:35:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"53. Weather, Observation by a person, Unknown method, Measured",29443,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6348,"TDC BORE",true,,"Weather","Fine, 40% cloud, calm",,"Instant",,"Weather","Observation by a person","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",10,"Unspecified Bore","WWD32",173.164340518979,-41.32323900314092,38.1,"Metres",11916,2003-03-26 09:35:00.0,18486,2003-03-26 09:35:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"272. Sulphate mg/L as SO4 - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29246,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300542",5887,"TDC BORE",false,,"Sulphate mg/L as SO4 - filterable","22","mg/L","Instant",,"Sulphate mg/L as SO4 - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",10,"Unspecified Bore","WWD32",173.164340518979,-41.32323900314092,38.1,"Metres",11916,2003-03-26 09:35:00.0,18486,2003-03-26 09:35:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"270. Bromine mg/L (bromide) as Br - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29246,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300542",5793,"TDC BORE",false,,"Bromine mg/L (bromide) as Br - filterable","<0.10","mg/L","Instant",,"Bromine mg/L (bromide) as Br - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",74,"Unspecified Bore","WWD3216",172.99868862976075,-41.11390743782094,14.5,"Metres",1780,2003-03-26 11:00:00.0,18489,2003-03-26 11:00:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"68. Temperature Deg. C, YSI 55 multimeter, Unknown method, Measured",29446,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6565,"NGATI RARU",true,,"Temperature Deg. C","13.8","Deg. C","Instant",,"Temperature Deg. C","YSI 55 multimeter","Unknown method","Measured",0.2,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",74,"Unspecified Bore","WWD3216",172.99868862976075,-41.11390743782094,14.5,"Metres",1780,2003-03-26 11:00:00.0,18489,2003-03-26 11:00:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"69. Oxygen mg/L - All Forms as O2 - dissolved, YSI 55 multimeter, Unknown method, Measured",29446,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6261,"NGATI RARU",true,,"Oxygen mg/L - All Forms as O2 - dissolved","8.4","mg/L","Instant","Original reading = 88.3%","Oxygen mg/L - All Forms as O2 - dissolved","YSI 55 multimeter","Unknown method","Measured",0.3,3.0,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",74,"Unspecified Bore","WWD3216",172.99868862976075,-41.11390743782094,14.5,"Metres",1780,2003-03-26 11:00:00.0,18489,2003-03-26 11:00:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"53. Weather, Observation by a person, Unknown method, Measured",29446,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6351,"NGATI RARU",true,,"Weather","Fine, 60% cloud, calm",,"Instant",,"Weather","Observation by a person","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",74,"Unspecified Bore","WWD3216",172.99868862976075,-41.11390743782094,14.5,"Metres",1780,2003-03-26 11:00:00.0,18489,2003-03-26 11:00:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"105. Acidity pH units, YSI 60 multimeter, Unknown method, Measured",29446,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6686,"NGATI RARU",true,,"Acidity pH units","7.52","pH","Instant",,"Acidity pH units","YSI 60 multimeter","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",74,"Unspecified Bore","WWD3216",172.99868862976075,-41.11390743782094,14.5,"Metres",1780,2003-03-26 11:00:00.0,18489,2003-03-26 11:00:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,". , , , ",29249,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science"," ",,"NGATI RARU",false,,,,,,,,,,,,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"105. Acidity pH units, YSI 60 multimeter, Unknown method, Measured",29444,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6684,"DRUMMONDS",true,,"Acidity pH units","7.27","pH","Instant",,"Acidity pH units","YSI 60 multimeter","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"274. Phosphorus mg/L as P- Reactive - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5984,"DRUMMONDS",false,,"Phosphorus mg/L as P- Reactive - filterable","0.05","mg/L","Instant",,"Phosphorus mg/L as P- Reactive - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.05,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"100. Iron mg/L All forms as Fe - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5337,"DRUMMONDS",false,,"Iron mg/L All forms as Fe - filterable","0.64","mg/L","Instant",,"Iron mg/L All forms as Fe - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.02,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"92. Bicarbonate mg/L as HCO3 - total, Glass buret, Alkalinity in water by titration, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5141,"DRUMMONDS",false,,"Bicarbonate mg/L as HCO3 - total","89","mg/L","Instant",,"Bicarbonate mg/L as HCO3 - total","Glass buret","Alkalinity in water by titration","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"275. Ammonium mg/L as N - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",6068,"DRUMMONDS",false,,"Ammonium mg/L as N - filterable","0.05","mg/L","Instant",,"Ammonium mg/L as N - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.01,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"272. Sulphate mg/L as SO4 - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5841,"DRUMMONDS",false,,"Sulphate mg/L as SO4 - filterable","26","mg/L","Instant",,"Sulphate mg/L as SO4 - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"270. Bromine mg/L (bromide) as Br - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5633,"DRUMMONDS",false,,"Bromine mg/L (bromide) as Br - filterable","<0.10","mg/L","Instant",,"Bromine mg/L (bromide) as Br - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"101. Silicon mg/L All forms as SiO2 - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5396,"DRUMMONDS",false,,"Silicon mg/L All forms as SiO2 - filterable","25","mg/L","Instant",,"Silicon mg/L All forms as SiO2 - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"97. Sodium mg/L - All Forms as Na - filterable, AE - high temp flame, Sodium in water by FLAA, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",4976,"DRUMMONDS",false,,"Sodium mg/L - All Forms as Na - filterable","5.9","mg/L","Instant",,"Sodium mg/L - All Forms as Na - filterable","AE - high temp flame","Sodium in water by FLAA","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"273. Nitrate mg/L as N - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5976,"DRUMMONDS",false,,"Nitrate mg/L as N - filterable","0.04","mg/L","Instant",,"Nitrate mg/L as N - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.03,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"269. Chloride mg/L as Cl - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5659,"DRUMMONDS",false,,"Chloride mg/L as Cl - filterable","8.1","mg/L","Instant",,"Chloride mg/L as Cl - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"197. Manganese mg/L All forms as Mn - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5314,"DRUMMONDS",false,,"Manganese mg/L All forms as Mn - filterable","2.4","mg/L","Instant",,"Manganese mg/L All forms as Mn - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.005,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"94. Magnesium mg/L - All Forms as Mg - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5183,"DRUMMONDS",false,,"Magnesium mg/L - All Forms as Mg - filterable","14.3","mg/L","Instant",,"Magnesium mg/L - All Forms as Mg - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"68. Temperature Deg. C, YSI 55 multimeter, Unknown method, Measured",29444,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6563,"DRUMMONDS",true,,"Temperature Deg. C","14.4","Deg. C","Instant",,"Temperature Deg. C","YSI 55 multimeter","Unknown method","Measured",0.2,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"202. Total solids (electrical conductivity) uS/cm at 25 degrees, Generic Conductivity Meter, Conductivity in water, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",4900,"DRUMMONDS",false,,"Total solids (electrical conductivity) uS/cm at 25 degrees","230","uS/cm","Instant",,"Total solids (electrical conductivity) uS/cm at 25 degrees","Generic Conductivity Meter","Conductivity in water","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"271. Fluorine mg/L (fluoride) as F - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5728,"DRUMMONDS",false,,"Fluorine mg/L (fluoride) as F - filterable","0.03","mg/L","Instant",,"Fluorine mg/L (fluoride) as F - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.03,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"90. Acidity pH units, Ph meter, pH in water, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5162,"DRUMMONDS",false,,"Acidity pH units","6.48","pH","Instant",,"Acidity pH units","Ph meter","pH in water","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"53. Weather, Observation by a person, Unknown method, Measured",29444,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6349,"DRUMMONDS",true,,"Weather","Fine, 50% cloud, calm",,"Instant",,"Weather","Observation by a person","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"201. Calcium mg/L - All Forms as Ca - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5263,"DRUMMONDS",false,,"Calcium mg/L - All Forms as Ca - filterable","15.2","mg/L","Instant",,"Calcium mg/L - All Forms as Ca - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.05,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"221. Temperature Deg. C- analysis temperature , Unknown Equipment, Unknown method, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5568,"DRUMMONDS",false,,"Temperature Deg. C- analysis temperature ","21","Deg. C","Instant",,"Temperature Deg. C- analysis temperature ","Unknown Equipment","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"69. Oxygen mg/L - All Forms as O2 - dissolved, YSI 55 multimeter, Unknown method, Measured",29444,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6259,"DRUMMONDS",true,,"Oxygen mg/L - All Forms as O2 - dissolved","6.4","mg/L","Instant","Original reading = 66.9%","Oxygen mg/L - All Forms as O2 - dissolved","YSI 55 multimeter","Unknown method","Measured",0.3,3.0,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",11,"Unspecified Bore","WWD3115",172.99119147608334,-41.09139575528719,9.4,"Metres",11964,2003-03-26 11:40:00.0,18487,2003-03-26 11:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"96. Potassium mg/L - All Forms as K -filterable, AE - high temp flame, Potassium in water by FLAA, Measured",29247,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300543",5525,"DRUMMONDS",false,,"Potassium mg/L - All Forms as K -filterable","1.3","mg/L","Instant",,"Potassium mg/L - All Forms as K -filterable","AE - high temp flame","Potassium in water by FLAA","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"96. Potassium mg/L - All Forms as K -filterable, AE - high temp flame, Potassium in water by FLAA, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5530,"BENSEMANNS",false,,"Potassium mg/L - All Forms as K -filterable","4.6","mg/L","Instant",,"Potassium mg/L - All Forms as K -filterable","AE - high temp flame","Potassium in water by FLAA","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"69. Oxygen mg/L - All Forms as O2 - dissolved, YSI 55 multimeter, Unknown method, Measured",29437,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6254,"BENSEMANNS",true,,"Oxygen mg/L - All Forms as O2 - dissolved","4.5","mg/L","Instant","Original reading = 47.1%","Oxygen mg/L - All Forms as O2 - dissolved","YSI 55 multimeter","Unknown method","Measured",0.3,3.0,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"105. Acidity pH units, YSI 60 multimeter, Unknown method, Measured",29437,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6679,"BENSEMANNS",true,,"Acidity pH units","6.86","pH","Instant",,"Acidity pH units","YSI 60 multimeter","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"274. Phosphorus mg/L as P- Reactive - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5925,"BENSEMANNS",false,,"Phosphorus mg/L as P- Reactive - filterable","<0.05","mg/L","Instant",,"Phosphorus mg/L as P- Reactive - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.05,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"94. Magnesium mg/L - All Forms as Mg - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5190,"BENSEMANNS",false,,"Magnesium mg/L - All Forms as Mg - filterable","9.7","mg/L","Instant",,"Magnesium mg/L - All Forms as Mg - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"68. Temperature Deg. C, YSI 55 multimeter, Unknown method, Measured",29437,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6558,"BENSEMANNS",true,,"Temperature Deg. C","18.9","Deg. C","Instant",,"Temperature Deg. C","YSI 55 multimeter","Unknown method","Measured",0.2,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"269. Chloride mg/L as Cl - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5660,"BENSEMANNS",false,,"Chloride mg/L as Cl - filterable","10.1","mg/L","Instant",,"Chloride mg/L as Cl - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"270. Bromine mg/L (bromide) as Br - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5601,"BENSEMANNS",false,,"Bromine mg/L (bromide) as Br - filterable","<0.10","mg/L","Instant",,"Bromine mg/L (bromide) as Br - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
